Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Bid1,"Leg2 Strike",Type,Ask2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Loss Prob"
GLD,312.08,2025-10-17,52,305.00,Put,3.2,290.00,Put,0.68,302.48,-3.08%,2.52,12.48,+20.19%,"4.95 to 1",11.19%,28.9%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,291.00,Put,0.75,302.55,-3.05%,2.45,11.55,+21.21%,"4.71 to 1",11.19%,29.0%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,292.00,Put,0.83,302.63,-3.03%,2.37,10.63,+22.30%,"4.49 to 1",11.19%,29.2%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,293.00,Put,0.92,302.72,-3.00%,2.28,9.72,+23.46%,"4.26 to 1",11.19%,29.4%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,294.00,Put,1.03,302.83,-2.96%,2.17,8.83,+24.58%,"4.07 to 1",11.19%,29.6%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,295.00,Put,1.14,302.94,-2.93%,2.06,7.94,+25.94%,"3.85 to 1",11.19%,29.8%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,296.00,Put,1.27,303.07,-2.89%,1.93,7.07,+27.30%,"3.66 to 1",11.19%,30.1%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,297.00,Put,1.41,303.21,-2.84%,1.79,6.21,+28.82%,"3.47 to 1",11.19%,30.4%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,298.00,Put,1.57,303.37,-2.79%,1.63,5.37,+30.35%,"3.29 to 1",11.19%,30.7%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,299.00,Put,1.76,303.56,-2.73%,1.44,4.56,+31.58%,"3.17 to 1",11.19%,31.1%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,300.00,Put,1.96,303.76,-2.67%,1.24,3.76,+32.98%,"3.03 to 1",11.19%,31.5%
GLD,312.08,2025-10-17,52,305.00,Put,3.2,301.00,Put,2.18,303.98,-2.60%,1.02,2.98,+34.23%,"2.92 to 1",11.19%,32.0%
